,Court,Surface,round,Best of,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,hand_player1,height_player1,hand_player2,height_player2,age_player1,age_player2,T,Y
0,Outdoor,Hard,2,3,7,208,-1,-1,1.13,5.5,R,180.0,R,175.0,19,21,1,1
1,Outdoor,Hard,3,3,39,10,-1,-1,2.6625,1.3675000000000002,R,180.0,R,185.0,25,26,1,1
2,Outdoor,Hard,3,3,87,91,-1,-1,1.9166666666666667,1.653333333333333,R,183.0,R,193.0,21,21,1,1
3,Outdoor,Hard,1,3,131,188,-1,-1,2.0,1.45,R,180.0,R,178.0,18,27,0,0
4,Outdoor,Hard,1,3,93,52,-1,-1,2.333333333333333,1.41,R,185.0,L,180.0,21,19,1,0
5,Outdoor,Hard,1,3,113,14,-1,-1,2.033333333333333,1.55,R,183.0,L,183.0,18,25,1,0
6,Outdoor,Hard,2,3,197,181,-1,-1,2.015,1.6175000000000002,R,188.0,R,188.0,19,19,0,1
7,Outdoor,Hard,1,3,30,51,-1,-1,1.3266666666666669,2.6666666666666665,L,175.0,R,188.0,27,27,0,0
8,Outdoor,Hard,1,3,40,38,-1,-1,1.6499999999999997,1.883333333333333,R,196.0,R,185.0,23,27,0,1
9,Outdoor,Hard,1,3,33,67,-1,-1,1.5125,2.2375,R,190.0,R,183.0,23,21,0,1
10,Outdoor,Hard,2,3,36,17,-1,-1,1.8875,1.7075,R,180.0,R,183.0,25,23,0,1
11,Outdoor,Hard,1,3,16,44,-1,-1,1.695,1.87,R,188.0,R,183.0,31,28,1,0
12,Outdoor,Hard,1,3,84,7,-1,-1,3.3875,1.2225,L,190.0,R,180.0,29,19,0,0
13,Outdoor,Hard,1,3,188,112,-1,-1,1.9333333333333331,1.6499999999999997,R,178.0,L,180.0,29,32,0,1
14,Outdoor,Hard,2,3,60,20,-1,-1,2.4,1.4425,R,180.0,R,188.0,24,22,0,1
15,Outdoor,Hard,2,5,48,185,-1,-1,1.45,2.5,L,175.0,R,183.0,24,25,1,1
16,Outdoor,Hard,2,5,34,43,-1,-1,1.295,2.9125,R,180.0,L,180.0,25,35,0,1
17,Outdoor,Hard,2,5,4,47,-1,-1,1.28,2.975,R,188.0,R,178.0,24,28,0,1
18,Outdoor,Hard,2,5,72,17,-1,-1,2.67,1.3525,R,183.0,R,188.0,30,31,1,0
19,Outdoor,Hard,2,5,57,3,-1,-1,4.5,1.1225,R,188.0,R,185.0,25,29,1,0
20,Outdoor,Hard,2,5,228,69,-1,-1,2.0375,1.5925,R,185.0,R,175.0,23,21,1,1
21,Outdoor,Hard,3,5,29,18,-1,-1,1.555,2.1625,R,185.0,R,173.0,19,23,1,0
22,Outdoor,Hard,3,5,113,49,-1,-1,2.1125,1.5675,R,183.0,R,180.0,18,24,1,1
23,Outdoor,Hard,3,5,5,68,-1,-1,1.1525,4.075,R,190.0,R,188.0,26,28,1,1
24,Outdoor,Hard,3,5,50,4,-1,-1,4.4375,1.125,R,190.0,R,188.0,27,24,1,1
25,Outdoor,Hard,4,5,6,49,-1,-1,1.0975,5.3125,R,180.0,R,180.0,30,24,1,1
26,Outdoor,Hard,4,5,19,4,-1,-1,2.275,1.5,R,175.0,R,188.0,22,24,0,0
27,Outdoor,Hard,4,5,3,54,-1,-1,1.2375,3.3625,R,185.0,R,198.0,29,30,0,1
28,Outdoor,Hard,4,5,42,58,-1,-1,1.295,2.9625000000000004,R,190.0,R,180.0,24,24,0,1
29,Indoor,Carpet,1,3,67,59,-1,-1,2.125,1.5425,R,190.0,L,188.0,26,27,0,1
30,Indoor,Carpet,1,3,58,23,-1,-1,2.1625,1.5175,R,193.0,R,183.0,26,27,0,0
31,Indoor,Carpet,1,3,71,120,-1,-1,1.6833333333333331,1.8666666666666665,R,188.0,R,190.0,28,25,1,0
32,Indoor,Carpet,2,3,67,41,-1,-1,2.2625,1.48,R,190.0,R,178.0,26,28,0,0
33,Indoor,Carpet,3,3,67,52,-1,-1,2.6575,1.3525,R,190.0,L,193.0,26,27,0,0
34,Indoor,Hard,1,3,23,114,-1,-1,1.22,3.2625,R,185.0,R,190.0,19,25,0,1
35,Indoor,Hard,1,3,52,116,-1,-1,1.2325,3.225,R,196.0,R,173.0,23,24,0,1
36,Indoor,Hard,1,3,71,5,-1,-1,3.1875,1.235,R,168.0,R,188.0,20,24,1,1
37,Indoor,Hard,2,3,146,23,-1,-1,3.7125,1.1949999999999998,L,193.0,R,185.0,22,19,1,0
38,Indoor,Hard,3,3,23,7,-1,-1,1.965,1.675,R,185.0,R,190.0,19,26,0,0
39,Indoor,Hard,4,3,7,14,-1,-1,1.6175000000000002,2.05,R,190.0,R,175.0,26,22,0,0
40,Outdoor,Clay,1,3,22,72,-1,-1,1.26,2.9333333333333336,L,175.0,R,185.0,25,27,1,0
42,Outdoor,Clay,1,3,99,37,-1,-1,2.733333333333333,1.2833333333333334,R,183.0,R,180.0,22,23,0,0
43,Outdoor,Clay,2,3,69,256,-1,-1,1.35,2.8,R,175.0,L,188.0,19,19,1,0
44,Outdoor,Clay,1,3,40,195,-1,-1,1.3325,2.8125,L,183.0,R,185.0,32,23,0,0
45,Outdoor,Clay,2,3,46,17,-1,-1,1.875,1.7399999999999998,R,190.0,L,183.0,21,25,1,0
46,Outdoor,Clay,3,3,17,172,-1,-1,1.4075,2.5375,L,183.0,R,190.0,25,18,0,1
47,Indoor,Hard,1,3,117,264,-1,-1,1.6166666666666665,2.016666666666667,R,185.0,R,188.0,21,19,0,0
48,Indoor,Hard,1,3,144,111,-1,-1,2.2,1.575,R,185.0,R,190.0,26,25,0,0
49,Indoor,Hard,1,3,80,94,-1,-1,1.4,2.5575,R,183.0,R,183.0,18,27,1,1
50,Indoor,Hard,2,3,107,70,-1,-1,1.8825,1.7325,R,183.0,L,190.0,25,29,0,0
51,Indoor,Hard,2,3,256,83,-1,-1,1.89,1.7325,L,178.0,R,180.0,26,25,0,1
52,Indoor,Hard,2,3,120,28,-1,-1,2.6075,1.385,R,185.0,R,190.0,20,23,1,0
53,Indoor,Hard,2,3,21,124,-1,-1,1.3425,2.77,R,188.0,R,188.0,22,18,1,0
54,Indoor,Hard,2,3,51,219,-1,-1,1.1566666666666667,4.066666666666666,L,193.0,R,185.0,27,18,1,0
55,Indoor,Hard,2,3,96,3,-1,-1,3.825,1.1849999999999998,R,188.0,R,185.0,28,29,0,0
56,Indoor,Hard,3,3,127,76,-1,-1,2.0625,1.6175,R,183.0,R,185.0,27,30,0,1
57,Indoor,Hard,4,3,21,18,-1,-1,1.7833333333333332,1.8066666666666664,R,188.0,R,196.0,22,24,1,0
58,Indoor,Hard,4,3,69,127,-1,-1,1.7075,1.93,R,188.0,R,183.0,28,27,0,1
59,Indoor,Hard,1,3,42,23,-1,-1,3.2375,1.265,R,180.0,R,185.0,24,19,1,0
60,Indoor,Hard,1,3,15,92,-1,-1,1.46,2.316666666666667,R,183.0,R,193.0,21,21,1,1
61,Indoor,Hard,1,3,41,1,-1,-1,2.5625,1.4,R,196.0,R,193.0,23,21,1,0
62,Indoor,Hard,2,3,92,102,-1,-1,1.725,1.8925,R,193.0,R,185.0,21,22,0,0
63,Indoor,Hard,2,3,38,41,-1,-1,1.8925,1.7425,L,180.0,R,196.0,20,23,1,1
64,Indoor,Hard,3,3,24,23,-1,-1,2.375,1.4625,R,183.0,R,185.0,27,19,0,0
65,Outdoor,Clay,1,3,66,92,-1,-1,1.3050000000000002,3.05,R,183.0,R,173.0,22,28,0,1
66,Outdoor,Clay,2,3,29,50,-1,-1,1.4725,2.3200000000000003,R,175.0,R,193.0,22,29,0,1
67,Outdoor,Hard,1,3,85,7,-1,-1,3.8875,1.185,R,183.0,R,190.0,30,27,1,0
68,Outdoor,Hard,1,3,19,41,-1,-1,1.7575,1.845,R,188.0,R,196.0,31,23,1,1
69,Outdoor,Hard,2,3,31,7,-1,-1,2.425,1.4449999999999998,R,180.0,R,190.0,25,27,0,1
70,Outdoor,Hard,2,3,11,57,-1,-1,1.235,3.45,R,185.0,R,193.0,28,26,1,1
71,Outdoor,Hard,3,3,2,31,-1,-1,1.441,2.44375,R,193.0,R,180.0,21,25,1,1
72,Indoor,Hard,2,3,123,26,-1,-1,2.3125,1.4875,R,188.0,R,190.0,18,23,1,0
73,Outdoor,Hard,1,3,119,66,-1,-1,2.316666666666667,1.45,R,188.0,R,190.0,24,25,0,1
74,Outdoor,Hard,2,3,133,57,-1,-1,2.105,1.5802500000000002,R,196.0,R,190.0,22,27,0,0
75,Outdoor,Hard,3,3,119,133,-1,-1,1.9625,1.67175,R,188.0,R,196.0,24,22,1,1
77,Outdoor,Hard,1,3,46,5,-1,-1,3.4125,1.2265,L,180.0,R,188.0,35,24,1,0
78,Outdoor,Hard,1,3,147,25,-1,-1,2.59375,1.386,R,185.0,L,175.0,26,25,1,1
79,Outdoor,Hard,2,3,135,40,-1,-1,2.225,1.525,R,185.0,L,183.0,23,32,1,0
80,Outdoor,Hard,2,3,43,59,-1,-1,1.7375,1.88225,R,180.0,R,185.0,24,22,0,1
81,Outdoor,Hard,3,3,5,59,-1,-1,1.356,2.70625,R,188.0,R,185.0,24,22,0,1
82,Outdoor,Hard,1,3,61,9,-1,-1,2.31875,1.48575,R,201.0,R,190.0,30,26,1,0
83,Outdoor,Hard,1,3,36,46,-1,-1,1.66675,1.9875,R,185.0,L,180.0,24,20,0,0
84,Outdoor,Hard,1,3,13,66,-1,-1,1.346,2.75625,R,183.0,R,183.0,21,21,1,1
85,Outdoor,Hard,1,3,38,20,-1,-1,1.69625,1.9625,R,196.0,R,188.0,23,31,1,1
86,Outdoor,Hard,2,3,4,22,-1,-1,1.2965,3.0,R,180.0,R,188.0,30,22,0,1
87,Outdoor,Hard,2,3,126,9,-1,-1,2.5375,1.4125,L,193.0,R,190.0,29,26,0,0
88,Outdoor,Hard,3,3,1,19,-1,-1,1.4825,2.3375,R,190.0,R,190.0,24,23,1,0
89,Outdoor,Hard,4,5,3,4,-1,-1,1.9125,1.71925,R,185.0,R,180.0,29,30,1,1
90,Outdoor,Hard,1,3,68,56,-1,-1,1.78175,1.855,R,190.0,R,175.0,25,31,0,0
91,Outdoor,Hard,1,3,58,46,-1,-1,2.20625,1.53325,R,193.0,R,193.0,29,26,0,1
92,Outdoor,Hard,1,3,87,86,-1,-1,1.45075,2.40625,R,188.0,L,180.0,28,29,0,1
93,Outdoor,Hard,2,3,42,10,-1,-1,2.8375,1.32825,L,180.0,R,180.0,35,26,0,0
94,Outdoor,Hard,2,3,40,19,-1,-1,2.7675,1.355,R,180.0,R,190.0,24,23,0,1
95,Outdoor,Hard,2,3,106,13,-1,-1,2.64375,1.386,R,183.0,R,183.0,25,23,1,1
96,Outdoor,Hard,2,3,38,5,-1,-1,3.13,1.26325,R,180.0,R,190.0,25,27,1,0
97,Outdoor,Hard,2,3,88,27,-1,-1,2.0625,1.61625,R,193.0,R,180.0,22,22,0,0
98,Outdoor,Hard,2,3,16,35,-1,-1,1.386,2.61375,R,196.0,R,175.0,24,29,0,1
99,Outdoor,Hard,3,3,66,10,-1,-1,2.4312500000000004,1.4485,L,188.0,R,180.0,27,26,1,1
100,Outdoor,Hard,3,3,45,12,-1,-1,2.1812500000000004,1.55825,R,188.0,R,183.0,26,21,1,0
101,Outdoor,Hard,3,3,23,13,-1,-1,1.65425,1.9875,R,188.0,R,183.0,22,23,1,1
102,Outdoor,Hard,3,3,6,88,-1,-1,1.279,3.0625,R,188.0,R,193.0,24,22,1,1
103,Outdoor,Hard,3,3,15,21,-1,-1,1.486,2.33875,R,175.0,R,183.0,22,27,1,1
104,Outdoor,Hard,3,3,4,119,-1,-1,1.2105,3.6,R,185.0,R,188.0,29,18,1,0
105,Outdoor,Hard,4,3,25,24,-1,-1,2.21375,1.54075,R,180.0,R,185.0,25,19,1,1
106,Outdoor,Hard,4,3,21,119,-1,-1,1.83575,1.77075,R,183.0,R,188.0,27,18,1,0
107,Outdoor,Hard,5,5,3,19,-1,-1,1.2515,3.275,R,180.0,R,190.0,30,23,0,1
108,Outdoor,Clay,1,3,78,64,-1,-1,1.66925,1.9575,R,173.0,R,183.0,24,21,1,1
109,Outdoor,Clay,2,3,54,140,-1,-1,1.396,2.55625,R,190.0,R,183.0,27,25,1,1
110,Outdoor,Clay,1,3,45,36,-1,-1,2.025,1.62875,R,175.0,R,188.0,19,24,0,1
111,Outdoor,Clay,2,3,45,57,-1,-1,1.516,2.28125,R,175.0,R,188.0,19,27,0,1
112,Outdoor,Clay,3,3,105,11,-1,-1,2.59375,1.3985,R,180.0,R,183.0,26,21,1,1
113,Outdoor,Clay,1,3,11,63,-1,-1,1.5733333333333333,2.083333333333333,R,173.0,L,188.0,23,27,0,1
114,Outdoor,Clay,1,3,10,76,-1,-1,1.32,2.7999999999999994,R,180.0,R,185.0,27,34,0,1
115,Outdoor,Clay,1,3,20,47,-1,-1,1.3666666666666665,2.6333333333333333,R,183.0,L,193.0,27,27,0,0
116,Outdoor,Clay,2,3,22,55,-1,-1,1.366,2.68125,R,185.0,R,188.0,19,28,0,1
117,Outdoor,Clay,2,3,21,57,-1,-1,1.37,2.6625,R,188.0,R,180.0,31,24,0,1
118,Outdoor,Clay,3,3,21,53,-1,-1,1.4485,2.40625,R,188.0,L,175.0,31,27,1,0
119,Outdoor,Clay,3,3,2,23,-1,-1,1.416,2.4937500000000004,R,190.0,R,188.0,24,23,1,1
120,Outdoor,Clay,4,3,12,53,-1,-1,1.6302500000000002,2.0250000000000004,R,185.0,L,175.0,26,27,1,1
121,Outdoor,Clay,4,3,2,30,-1,-1,1.19175,3.825,R,190.0,R,193.0,24,24,1,1
122,Outdoor,Clay,4,3,92,79,-1,-1,1.68175,1.9625,L,175.0,R,180.0,24,25,0,1
123,Outdoor,Clay,5,3,58,78,-1,-1,1.59625,2.0925,L,188.0,R,185.0,27,20,1,1
124,Outdoor,Clay,1,3,70,85,-1,-1,2.5125,1.42,R,188.0,R,185.0,30,23,0,0
125,Outdoor,Clay,1,3,214,30,-1,-1,3.35,1.245,L,188.0,R,175.0,19,19,0,1
126,Outdoor,Clay,2,3,69,62,-1,-1,1.51275,2.2325,R,173.0,R,201.0,24,30,0,0
127,Outdoor,Clay,2,3,63,12,-1,-1,2.075,1.60675,R,190.0,R,173.0,25,23,1,1
128,Outdoor,Clay,2,3,10,138,-1,-1,1.205,3.6,R,183.0,R,185.0,21,26,0,1
129,Outdoor,Clay,2,3,30,77,-1,-1,1.3875,2.595,R,175.0,R,185.0,19,22,1,0
130,Outdoor,Clay,3,3,60,14,-1,-1,2.20625,1.53825,R,193.0,R,190.0,26,27,1,1
131,Outdoor,Clay,1,3,82,101,-1,-1,1.67925,1.95,L,175.0,R,188.0,24,24,1,1
132,Outdoor,Clay,2,3,88,53,-1,-1,2.35625,1.4685,R,183.0,L,188.0,23,27,1,0
133,Outdoor,Clay,2,3,100,71,-1,-1,2.1625,1.55525,R,185.0,R,185.0,23,20,0,1
134,Outdoor,Clay,3,3,69,53,-1,-1,1.5,2.3125,R,188.0,L,188.0,18,27,0,0
135,Outdoor,Clay,1,3,96,208,-1,-1,1.72925,1.9125,R,190.0,L,188.0,26,19,1,1
136,Outdoor,Clay,2,3,62,78,-1,-1,1.975,1.66175,R,190.0,R,183.0,25,24,0,1
137,Outdoor,Clay,1,3,160,64,-1,-1,2.20625,1.53825,R,193.0,R,201.0,26,30,0,0
138,Outdoor,Clay,1,3,175,6,-1,-1,3.7625,1.1925,R,188.0,R,190.0,27,27,1,0
139,Outdoor,Clay,1,3,106,23,-1,-1,2.1875,1.53375,R,178.0,R,180.0,19,26,1,0
140,Outdoor,Clay,1,3,40,29,-1,-1,1.9125,1.7192500000000002,R,188.0,R,193.0,24,24,0,1
141,Outdoor,Clay,2,3,52,91,-1,-1,1.3485,2.79375,L,180.0,R,185.0,20,28,1,0
142,Outdoor,Clay,3,3,63,68,-1,-1,2.375,1.46,L,190.0,R,190.0,30,26,1,1
143,Outdoor,Clay,1,3,73,156,-1,-1,1.2166666666666668,3.366666666666667,R,188.0,R,183.0,30,19,0,1
144,Outdoor,Clay,1,3,18,24,-1,-1,1.375,2.6375,R,185.0,R,180.0,19,26,0,0
145,Outdoor,Clay,1,3,1,74,-1,-1,1.16675,4.1,R,190.0,R,193.0,24,22,1,1
146,Outdoor,Clay,1,3,34,45,-1,-1,2.05,1.6290000000000002,R,185.0,R,188.0,25,27,1,1
147,Outdoor,Clay,2,3,11,45,-1,-1,1.4175,2.5125,R,180.0,R,188.0,27,27,1,0
148,Outdoor,Clay,2,3,6,118,-1,-1,1.28825,3.0625,R,190.0,R,173.0,27,24,1,1
149,Outdoor,Clay,2,3,14,37,-1,-1,1.64675,2.005,R,190.0,R,183.0,27,23,1,0
150,Outdoor,Clay,3,3,7,11,-1,-1,1.62125,2.05,R,180.0,R,180.0,20,27,1,0
151,Outdoor,Clay,3,3,18,19,-1,-1,1.53025,2.2125000000000004,R,185.0,R,185.0,19,29,1,0
152,Outdoor,Clay,4,3,55,54,-1,-1,1.545,2.2125,L,180.0,R,185.0,20,22,0,0
153,Outdoor,Clay,1,3,4,50,-1,-1,1.47875,2.375,R,185.0,R,190.0,29,27,0,1
154,Outdoor,Clay,1,3,75,61,-1,-1,1.7833333333333332,1.853,R,183.0,R,193.0,24,29,0,1
155,Outdoor,Clay,2,3,6,39,-1,-1,1.225,3.45,R,183.0,R,185.0,21,22,0,0
156,Outdoor,Clay,2,3,42,9,-1,-1,2.2,1.53025,R,188.0,R,188.0,27,24,0,1
157,Outdoor,Clay,1,3,109,51,-1,-1,2.1875,1.53025,R,185.0,R,180.0,27,25,1,0
158,Outdoor,Clay,1,3,91,170,-1,-1,1.5716666666666663,2.083333333333333,L,183.0,R,183.0,31,22,0,1
159,Outdoor,Clay,2,3,120,79,-1,-1,2.0375,1.62125,R,183.0,R,183.0,27,21,0,0
160,Outdoor,Clay,3,3,120,91,-1,-1,1.55125,2.1825,R,183.0,L,183.0,27,31,0,0
161,Outdoor,Clay,3,3,31,62,-1,-1,1.53625,2.22,R,183.0,R,185.0,27,34,1,1
162,Outdoor,Clay,1,5,58,109,-1,-1,1.90825,1.73325,R,188.0,R,185.0,28,28,0,1
163,Outdoor,Clay,1,5,200,134,-1,-1,1.8,1.735,L,190.0,R,183.0,28,28,0,0
164,Outdoor,Clay,1,5,80,72,-1,-1,2.0375,1.6342500000000002,R,193.0,R,193.0,26,29,0,0
165,Outdoor,Clay,1,5,238,6,-1,-1,6.75,1.05325,R,185.0,R,180.0,19,20,1,0
166,Outdoor,Clay,1,5,21,36,-1,-1,2.2125000000000004,1.53025,R,183.0,R,175.0,23,22,0,0
167,Outdoor,Clay,1,5,26,94,-1,-1,1.3875,2.625,R,188.0,R,183.0,24,30,0,1
169,Outdoor,Clay,1,5,12,93,-1,-1,1.8625,1.77925,R,173.0,L,180.0,23,22,1,1
170,Outdoor,Clay,2,5,59,61,-1,-1,2.4875,1.43,L,190.0,R,190.0,30,25,0,1
171,Outdoor,Clay,2,5,5,76,-1,-1,1.61125,2.0875000000000004,R,185.0,R,173.0,29,24,1,0
172,Outdoor,Clay,2,5,7,112,-1,-1,1.0825,5.7875,R,190.0,R,173.0,27,24,0,1
173,Outdoor,Clay,3,5,184,59,-1,-1,2.1750000000000003,1.55425,R,185.0,L,190.0,24,30,1,0
174,Outdoor,Clay,3,5,70,7,-1,-1,3.425,1.24,R,168.0,R,190.0,20,27,1,1
175,Outdoor,Clay,4,5,10,13,-1,-1,2.183333333333333,1.5736666666666668,R,175.0,R,180.0,22,27,1,0
176,Outdoor,Clay,5,5,13,1,-1,-1,3.75,1.229,R,180.0,R,190.0,27,24,0,1
177,Outdoor,Grass,1,3,145,79,-1,-1,1.656666666666667,1.9333333333333331,R,190.0,R,183.0,25,25,1,1
178,Outdoor,Grass,1,3,23,14,-1,-1,3.43,1.2166666666666668,R,188.0,R,185.0,27,19,0,0
179,Outdoor,Grass,1,3,280,47,-1,-1,1.3333333333333333,2.74,R,193.0,R,190.0,31,27,0,1
180,Outdoor,Grass,1,3,28,22,-1,-1,1.6333333333333335,2.0,R,185.0,R,190.0,28,24,0,0
181,Outdoor,Grass,2,3,42,27,-1,-1,2.1375,1.57175,R,183.0,R,183.0,29,23,0,1
182,Outdoor,Grass,2,3,28,14,-1,-1,2.1,1.59125,R,185.0,R,185.0,28,19,1,0
183,Outdoor,Grass,3,3,32,7,-1,-1,2.30625,1.50075,R,185.0,R,190.0,25,27,0,1
184,Outdoor,Grass,3,3,79,33,-1,-1,2.2,1.53775,R,183.0,R,178.0,25,28,1,0
185,Outdoor,Grass,1,3,121,40,-1,-1,1.8375,1.78425,R,183.0,R,185.0,28,22,0,0
186,Outdoor,Grass,1,3,147,56,-1,-1,1.61775,2.0625,R,188.0,R,185.0,20,20,1,0
187,Outdoor,Grass,1,3,193,46,-1,-1,3.7375,1.2,R,193.0,L,193.0,23,27,1,1
188,Outdoor,Grass,1,3,84,43,-1,-1,3.2375,1.264,R,183.0,R,188.0,18,18,0,0
189,Outdoor,Grass,3,3,48,11,-1,-1,2.3,1.5,L,190.0,R,185.0,30,26,0,1
190,Outdoor,Grass,4,3,11,131,-1,-1,1.16175,4.1375,R,185.0,R,185.0,26,21,0,1
191,Outdoor,Grass,1,3,64,38,-1,-1,2.1375,1.57275,R,180.0,R,185.0,25,22,0,1
192,Outdoor,Grass,1,3,77,40,-1,-1,2.55625,1.3985,R,201.0,R,188.0,30,18,0,0
193,Outdoor,Grass,1,3,42,14,-1,-1,1.58525,2.1125000000000003,L,193.0,R,190.0,27,24,0,1
194,Outdoor,Grass,2,3,38,189,-1,-1,1.53025,2.215,R,185.0,R,178.0,22,24,1,0
195,Outdoor,Grass,2,3,42,52,-1,-1,1.2515,3.2625,L,193.0,R,180.0,27,25,0,0
196,Outdoor,Grass,3,3,48,16,-1,-1,1.82075,1.78325,L,190.0,R,180.0,30,26,1,0
197,Outdoor,Grass,4,3,42,16,-1,-1,1.68925,1.955,L,193.0,R,180.0,27,26,1,1
198,Outdoor,Grass,4,3,38,40,-1,-1,2.68125,1.371,R,185.0,R,188.0,22,18,0,1
199,Outdoor,Grass,1,3,68,15,-1,-1,2.9875,1.29575,R,185.0,R,185.0,28,19,1,1
200,Outdoor,Grass,1,3,128,51,-1,-1,2.0875,1.6042500000000002,L,193.0,R,196.0,29,23,0,0
201,Outdoor,Grass,2,3,91,69,-1,-1,1.2775,3.1,R,196.0,R,180.0,23,19,1,0
202,Outdoor,Grass,2,3,28,145,-1,-1,1.26075,3.2125,R,193.0,R,178.0,24,25,0,0
203,Outdoor,Grass,3,3,15,107,-1,-1,1.355,2.745,R,185.0,R,185.0,19,23,1,0
204,Outdoor,Grass,1,5,2,93,-1,-1,1.17425,4.0125,R,180.0,R,196.0,31,23,0,1
205,Outdoor,Grass,1,5,86,27,-1,-1,3.333333333333333,1.2333333333333334,R,183.0,L,175.0,23,27,1,1
206,Outdoor,Grass,1,5,12,96,-1,-1,1.72075,1.92075,R,173.0,R,190.0,23,26,0,1
207,Outdoor,Grass,1,5,82,113,-1,-1,1.54275,2.1875,R,193.0,R,188.0,29,25,0,1
208,Outdoor,Grass,1,5,211,115,-1,-1,1.7975,1.82725,R,193.0,R,185.0,23,24,0,1
209,Outdoor,Grass,1,5,100,88,-1,-1,2.5375,1.4125,R,188.0,L,183.0,20,31,0,1
210,Outdoor,Grass,1,5,64,46,-1,-1,2.8875,1.32075,R,180.0,R,185.0,25,28,0,0
211,Outdoor,Grass,1,5,63,80,-1,-1,1.5066666666666668,2.2333333333333334,R,168.0,R,183.0,20,24,1,1
212,Outdoor,Grass,1,5,40,43,-1,-1,1.245,3.3,L,193.0,R,183.0,27,27,0,0
213,Outdoor,Grass,1,5,71,54,-1,-1,2.13125,1.58575,R,193.0,R,180.0,22,25,1,1
214,Outdoor,Grass,2,5,63,27,-1,-1,2.0375,1.63375,R,168.0,L,175.0,20,27,1,0
215,Outdoor,Grass,2,5,41,48,-1,-1,1.3625,2.725,R,183.0,R,175.0,29,29,0,0
216,Outdoor,Grass,2,5,4,116,-1,-1,1.5802500000000002,2.1125,R,183.0,R,185.0,21,31,0,1
217,Outdoor,Grass,2,5,125,22,-1,-1,1.74825,1.87075,L,193.0,R,190.0,29,24,1,1
218,Outdoor,Grass,2,5,211,7,-1,-1,6.2125,1.0650000000000002,R,193.0,R,190.0,23,27,0,0
219,Outdoor,Grass,2,5,29,100,-1,-1,1.2254999999999998,3.4625000000000004,R,183.0,R,188.0,23,20,0,0
220,Outdoor,Grass,2,5,34,42,-1,-1,1.3425,2.8075,R,198.0,R,190.0,30,26,1,0
221,Outdoor,Grass,2,5,33,14,-1,-1,1.93225,1.7025,R,188.0,R,180.0,18,26,0,0
222,Outdoor,Grass,2,5,51,25,-1,-1,1.9375,1.70675,R,196.0,R,178.0,23,28,1,1
223,Outdoor,Grass,2,5,85,69,-1,-1,1.4985,2.31875,R,183.0,R,185.0,19,28,0,0
224,Outdoor,Grass,3,5,98,12,-1,-1,1.875,1.76475,R,185.0,R,173.0,23,23,0,1
225,Outdoor,Grass,3,5,15,41,-1,-1,1.48775,2.3075,R,185.0,R,183.0,19,29,0,1
226,Outdoor,Grass,3,5,33,125,-1,-1,1.3875,2.6125,R,188.0,L,193.0,18,29,1,1
227,Outdoor,Grass,3,5,29,92,-1,-1,1.295,3.0625,R,183.0,R,178.0,23,24,0,0
228,Outdoor,Grass,3,5,10,27,-1,-1,1.11,5.175,R,185.0,L,175.0,28,27,0,1
229,Outdoor,Grass,3,5,3,46,-1,-1,1.4875,2.33,R,193.0,R,185.0,21,28,0,0
230,Outdoor,Grass,4,5,6,15,-1,-1,1.223,3.6125,R,185.0,R,185.0,29,19,1,0
231,Outdoor,Grass,4,5,11,34,-1,-1,1.4425,2.475,R,185.0,R,198.0,26,30,1,0
232,Outdoor,Grass,4,5,40,125,-1,-1,1.55625,2.2,L,193.0,L,193.0,27,29,1,1
233,Outdoor,Grass,5,5,2,38,-1,-1,1.13625,4.862500000000001,R,180.0,R,185.0,31,25,1,1
234,Outdoor,Grass,5,5,125,3,-1,-1,1.639,2.0500000000000003,L,193.0,R,193.0,29,21,0,1
235,Outdoor,Clay,1,3,51,71,-1,-1,1.55525,2.175,R,175.0,R,168.0,21,20,1,0
236,Outdoor,Clay,2,3,88,81,-1,-1,1.87075,1.74575,R,178.0,R,193.0,23,29,1,0
237,Outdoor,Clay,2,3,26,80,-1,-1,1.58525,2.1125,R,188.0,R,190.0,27,18,0,0
238,Outdoor,Clay,2,3,89,54,-1,-1,2.025,1.64675,R,183.0,R,180.0,24,19,0,0
239,Outdoor,Clay,2,3,68,5,-1,-1,4.5125,1.14125,R,190.0,R,183.0,27,21,1,0
240,Outdoor,Clay,2,3,70,42,-1,-1,2.15,1.56275,R,193.0,R,175.0,22,22,0,1
241,Outdoor,Clay,2,3,72,57,-1,-1,1.75675,1.875,R,188.0,L,183.0,32,32,0,1
242,Outdoor,Grass,1,3,109,229,-1,-1,1.525,2.1,R,185.0,R,188.0,24,25,1,1
243,Outdoor,Grass,1,3,90,141,-1,-1,1.225,3.2,R,196.0,R,178.0,23,25,0,0
244,Outdoor,Grass,2,3,127,498,-1,-1,1.3250000000000002,2.675,R,188.0,L,190.0,20,28,1,1
245,Outdoor,Clay,1,3,114,132,-1,-1,2.38125,1.456,R,185.0,R,190.0,22,26,1,1
246,Outdoor,Clay,1,3,109,87,-1,-1,1.8833333333333333,1.7333333333333334,R,185.0,L,183.0,24,31,0,1
247,Outdoor,Clay,1,3,102,69,-1,-1,1.6942499999999998,1.9375,R,183.0,R,183.0,23,19,1,0
248,Outdoor,Clay,2,3,71,135,-1,-1,1.56625,2.15,R,185.0,R,175.0,34,26,0,0
