,surface,best_of,Round,player_hand,player_ht,player_age,player_rank,opponent_hand,opponent_ht,opponent_age,opponent_rank,log_rank_difference,T,Y
221304,Grass,3,1,R,183.0,23.1,43.0,L,190.0,27.4,112.0,-1.3810901673555058,0,1
221307,Clay,5,1,R,183.0,29.7,72.0,R,196.0,23.0,58.0,0.3119440063147403,0,0
221318,Grass,5,1,L,183.0,27.8,117.0,L,190.0,28.2,163.0,-0.4783634346476724,0,1
221332,Clay,3,1,R,175.0,18.9,281.0,R,188.0,20.1,562.0,-1.0,0,1
221342,Hard,3,3,R,175.0,24.9,15.0,R,193.0,22.5,30.0,-1.0,0,0
221361,Hard,3,1,R,185.0,20.5,86.0,R,185.0,22.9,153.0,-0.8311230879905542,1,1
221365,Grass,3,4,R,193.0,28.7,134.0,L,183.0,28.0,55.0,1.2847294769331121,0,0
221398,Clay,3,2,R,183.0,27.8,42.0,L,178.0,26.0,57.0,-0.4405725913859806,1,1
221410,Grass,3,1,R,188.0,17.2,650.0,R,188.0,19.6,405.0,0.6825178101438283,1,1
221412,Clay,3,1,R,170.0,21.5,56.0,R,185.0,17.7,94.0,-0.7472339296200339,1,1
221431,Grass,5,1,R,185.0,24.8,92.0,R,188.0,22.8,28.0,1.7162070339994093,0,0
221433,Hard,3,3,R,173.0,22.6,35.0,R,188.0,26.4,45.0,-0.3625700793847084,1,1
221441,Hard,3,3,R,180.0,24.4,277.0,R,183.0,18.8,596.0,-1.1054263544129732,1,1
221445,Clay,3,1,R,190.0,21.8,334.0,R,180.0,23.9,397.0,-0.24929090466890536,1,1
221449,Clay,3,1,R,190.0,25.8,76.0,R,175.0,26.3,5.0,3.925999418556223,1,0
221457,Clay,3,2,R,178.0,24.7,308.0,R,188.0,21.0,180.0,0.7749334443652272,1,1
221465,Hard,3,3,R,178.0,26.9,129.0,R,183.0,20.6,200.0,-0.6326289343514704,0,0
221473,Clay,3,5,R,180.0,22.3,282.0,R,180.0,32.1,18.0,3.9696263509564815,1,1
221478,Grass,3,4,R,173.0,35.9,75.0,L,193.0,33.1,39.0,0.9434164716336326,0,0
221515,Carpet,3,1,R,183.0,24.9,72.0,R,180.0,24.1,70.0,0.040641984497345796,0,1
221533,Clay,5,1,R,170.0,25.5,55.0,R,193.0,24.5,10.0,2.4594316186372978,0,0
221542,Grass,3,1,R,196.0,28.1,36.0,R,196.0,26.5,12.0,1.584962500721156,0,1
221544,Grass,5,1,R,183.0,28.8,89.0,R,175.0,20.8,63.0,0.49845350746648087,0,0
221548,Clay,3,3,R,190.0,27.2,316.0,R,183.0,19.7,336.0,-0.0885366746016576,1,0
221564,Clay,3,1,R,190.0,29.5,232.0,R,183.0,25.5,86.0,1.431716240425474,0,0
221565,Hard,3,2,R,185.0,24.4,1.0,R,178.0,33.0,58.0,-5.857980995127572,1,1
221572,Hard,3,1,R,185.0,29.8,278.0,R,178.0,25.8,344.0,-0.30732368197859117,0,0
221583,Clay,3,4,R,188.0,30.0,73.0,R,180.0,29.9,122.0,-0.7409127786828691,1,1
221584,Clay,3,1,R,188.0,21.3,392.0,L,196.0,30.6,267.0,0.5540139124276529,0,1
221597,Clay,3,3,L,188.0,33.2,120.0,L,190.0,27.7,87.0,0.46394709975979076,1,0
221601,Hard,3,3,R,183.0,25.4,111.0,L,188.0,23.9,58.0,0.9364348712225343,0,0
221605,Hard,5,1,R,193.0,30.7,37.0,R,183.0,26.6,121.0,-1.7094098716456445,0,0
221606,Clay,3,5,R,178.0,31.0,248.0,R,180.0,27.0,185.0,0.42281484987056306,0,1
221621,Hard,3,1,R,183.0,24.2,59.0,L,173.0,36.7,6.0,3.2976805486406855,1,0
221628,Carpet,3,1,R,178.0,29.9,10.0,R,188.0,24.2,25.0,-1.3219280948873622,1,1
221632,Clay,3,1,R,178.0,28.1,168.0,R,175.0,19.1,202.0,-0.26589405997303395,0,0
221643,Grass,3,1,R,183.0,27.1,101.0,R,190.0,26.7,128.0,-0.34178851724820536,1,1
221661,Clay,3,3,R,183.0,22.4,575.0,R,178.0,23.9,349.0,0.7203349196220845,0,1
221668,Clay,3,2,R,178.0,26.5,204.0,R,193.0,31.0,400.0,-0.9714308478032301,1,0
221681,Hard,3,3,R,180.0,24.8,7.0,R,178.0,34.2,63.0,-3.1699250014423126,0,0
221684,Clay,3,4,R,178.0,25.7,106.0,R,180.0,29.8,52.0,1.0274807364221061,1,1
221700,Hard,3,2,R,185.0,23.8,108.0,R,193.0,25.4,162.0,-0.5849625007211561,0,0
221718,Hard,5,1,R,175.0,31.2,85.0,R,183.0,32.8,13.0,2.7089512179966095,0,1
221738,Carpet,3,2,R,185.0,23.3,54.0,R,193.0,25.2,50.0,0.11103131238874386,0,0
221751,Clay,3,1,R,180.0,23.5,103.0,R,180.0,22.4,40.0,1.364572432295856,0,1
221766,Grass,3,1,L,188.0,23.7,103.0,L,178.0,26.1,308.0,-1.5802860135116834,1,1
221772,Hard,3,4,R,190.0,26.4,7.0,R,178.0,27.6,32.0,-2.192645077942396,1,1
221775,Hard,3,3,L,175.0,25.0,37.0,R,180.0,23.8,47.0,-0.3451354860486875,1,1
221778,Hard,3,1,R,188.0,29.4,55.0,R,190.0,26.6,111.0,-1.0130561528254463,0,1
221782,Hard,3,1,R,185.0,24.2,56.0,R,185.0,24.0,97.0,-0.7925579201295241,1,0
221797,Clay,3,4,R,190.0,21.7,125.0,R,180.0,25.2,96.0,0.3808217839409309,1,1
221798,Hard,3,2,R,196.0,26.0,316.0,R,183.0,28.8,325.0,-0.04051515973871389,0,1
221807,Grass,5,5,R,196.0,23.1,55.0,R,180.0,23.6,21.0,1.3890422907458992,1,1
221821,Grass,5,9,R,198.0,29.7,28.0,R,198.0,28.7,6.0,2.2223924213364477,1,0
221824,Hard,3,1,R,183.0,24.9,354.0,R,180.0,22.9,482.0,-0.4452837861469643,0,0
221829,Hard,3,2,R,180.0,22.0,298.0,R,201.0,23.8,231.0,0.36741947904610495,0,1
221837,Clay,3,3,R,180.0,30.1,164.0,R,185.0,27.1,120.0,0.4506614090095651,1,0
221858,Clay,3,1,R,188.0,22.4,78.0,L,190.0,21.5,173.0,-1.149226008774476,1,1
221934,Grass,5,9,R,196.0,31.7,15.0,R,185.0,35.9,5.0,1.5849625007211565,0,0
221936,Clay,3,3,R,183.0,19.5,147.0,R,183.0,21.1,90.0,0.7078192485066896,0,1
221942,Hard,3,2,R,178.0,26.7,235.0,R,191.0,23.1,198.0,0.24716032648538988,1,1
221974,Clay,3,4,R,188.0,25.1,19.0,R,188.0,28.1,1.0,4.247927513443585,0,0
221985,Clay,5,1,R,185.0,20.2,82.0,R,198.0,22.8,32.0,1.3575520046180838,1,1
221991,Clay,5,2,R,188.0,19.9,118.0,R,188.0,22.2,84.0,0.4903256265830809,0,0
221996,Grass,5,1,R,198.0,28.9,14.0,R,188.0,24.3,90.0,-2.6844981742720706,0,0
222004,Hard,3,1,R,185.0,25.6,126.0,R,175.0,29.9,90.0,0.485426827170242,0,1
222017,Hard,3,2,R,196.0,26.8,63.0,R,193.0,19.3,30.0,1.070389327891398,0,0
222018,Carpet,3,1,R,180.0,19.6,833.0,R,196.0,19.7,536.0,0.6360834949077763,1,0
222020,Hard,3,3,R,188.0,29.9,41.0,R,185.0,23.6,139.0,-1.7613890681054238,1,0
222033,Grass,5,5,R,196.0,26.9,100.0,L,185.0,26.0,2.0,5.643856189774724,0,1
222053,Hard,3,3,R,188.0,29.5,94.0,R,188.0,28.2,57.0,0.7216988375128963,0,1
222058,Clay,3,4,R,185.0,17.8,131.0,R,178.0,31.0,248.0,-0.9207733088494248,0,0
222082,Hard,3,2,R,183.0,30.0,18.0,L,180.0,24.7,62.0,-1.7842713089445628,0,1
222089,Hard,3,2,L,183.0,28.5,175.0,R,180.0,26.6,318.0,-0.8616718434520259,0,1
222092,Grass,3,1,L,183.0,29.4,149.0,R,178.0,19.1,129.0,0.2079412650389072,1,1
222096,Clay,3,2,R,185.0,20.5,167.0,R,185.0,23.8,220.0,-0.397655421050608,1,0
222111,Hard,3,5,R,173.0,22.6,35.0,R,190.0,26.4,7.0,2.321928094887362,0,0
222130,Hard,3,2,R,185.0,23.0,60.0,R,193.0,34.3,228.0,-1.9259994185562226,1,1
222136,Clay,3,4,R,185.0,28.7,72.0,R,183.0,28.3,70.0,0.040641984497345796,0,1
222139,Clay,3,4,R,193.0,30.1,53.0,R,185.0,26.9,102.0,-0.9445048874082964,1,0
222151,Clay,3,7,L,188.0,30.6,29.0,R,180.0,28.5,111.0,-1.9364348712225343,0,0
222167,Hard,3,8,R,193.0,24.2,52.0,R,198.0,23.4,10.0,2.3785116232537304,1,1
222202,Hard,3,2,R,180.0,24.9,464.0,R,180.0,19.5,147.0,1.6583086502912083,1,1
222230,Hard,3,1,R,180.0,25.7,42.0,R,183.0,26.8,118.0,-1.4903256265830809,1,1
222234,Hard,3,1,L,190.0,29.8,59.0,R,185.0,23.8,81.0,-0.45720695352278273,1,0
222240,Clay,3,2,L,188.0,23.5,27.0,R,175.0,24.4,74.0,-1.454565863465482,1,0
222248,Clay,3,3,R,185.0,27.0,235.0,R,193.0,36.5,256.0,-0.12348305343500066,1,0
222269,Grass,3,6,R,208.0,37.3,38.0,R,183.0,31.0,43.0,-0.1783372412585127,1,1
222272,Clay,3,3,L,183.0,27.3,113.0,R,188.0,39.2,243.0,-1.1046335411905934,0,1
222278,Hard,3,2,R,185.0,22.3,287.0,R,193.0,31.5,248.0,0.2107106162888126,1,0
222283,Hard,5,1,R,190.0,33.8,197.0,R,185.0,28.9,33.0,2.577657700097923,0,0
222289,Clay,3,3,R,185.0,22.7,251.0,L,191.0,28.1,144.0,0.8016185525084598,0,0
222317,Clay,3,2,R,185.0,26.2,212.0,R,193.0,24.5,261.0,-0.29998554200668615,0,0
222321,Grass,3,2,R,185.0,34.2,92.0,R,188.0,26.3,2.0,5.523561956057013,0,0
222324,Clay,5,1,L,185.0,26.4,90.0,R,178.0,24.7,84.0,0.09953567355091408,0,0
222334,Hard,3,2,R,185.0,19.6,225.0,R,183.0,25.6,204.0,0.14135584924554223,1,1
222337,Hard,3,1,R,183.0,22.4,6.0,L,180.0,31.0,55.0,-3.196397212803504,1,1
222359,Hard,3,4,R,180.0,30.8,98.0,R,188.0,19.7,14.0,2.807354922057604,0,0
222362,Clay,3,4,R,185.0,27.8,289.0,R,175.0,29.6,213.0,0.4402160622748399,0,1
222366,Hard,3,2,R,185.0,26.2,302.0,R,180.0,23.3,377.0,-0.32001597394358505,1,1
222397,Clay,3,4,R,175.0,28.1,170.0,L,185.0,19.2,334.0,-0.9743133563363502,0,0
222436,Clay,3,3,R,193.0,24.6,151.0,R,173.0,20.1,83.0,0.863365307978154,1,0
222441,Clay,3,2,L,183.0,24.0,228.0,R,175.0,16.0,1233.0,-2.435067070238098,0,0
222448,Grass,5,1,L,175.0,25.6,37.0,R,188.0,33.3,93.0,-1.3297054454790809,0,0
222450,Hard,3,1,R,178.0,29.5,213.0,R,188.0,23.8,221.0,-0.05319293916559342,1,0
222460,Hard,3,1,R,193.0,23.4,313.0,R,201.0,32.2,114.0,1.4571288327678769,0,0
222475,Clay,3,4,R,178.0,20.6,104.0,R,190.0,28.4,25.0,2.0565835283663683,1,1
222480,Clay,3,1,L,183.0,25.0,266.0,L,196.0,27.2,177.0,0.5876768854181913,0,0
222481,Clay,3,2,R,183.0,21.2,306.0,R,185.0,18.8,1765.0,-2.528064625465891,1,1
222485,Grass,5,6,R,203.0,21.6,136.0,R,190.0,28.7,29.0,2.2294818461227672,0,1
222490,Grass,3,4,R,175.0,26.5,107.0,L,188.0,24.0,208.0,-0.9589727317399461,0,0
222495,Grass,3,7,L,193.0,33.1,39.0,R,208.0,37.3,38.0,0.03747470541866349,1,0
222498,Clay,3,3,R,183.0,18.8,337.0,R,185.0,25.2,100.0,1.7527485914071343,0,0
222516,Hard,3,5,R,193.0,25.9,175.0,R,194.0,33.4,683.0,-1.964530656457761,1,1
222543,Clay,3,2,R,180.0,25.2,202.0,R,185.0,23.2,153.0,0.4008236400591425,0,1
222559,Grass,3,1,R,190.0,26.2,58.0,R,185.0,24.0,78.0,-0.42742122373467684,1,1
222560,Hard,3,3,R,173.0,25.0,15.0,R,185.0,23.6,185.0,-3.624490864907793,0,0
222569,Hard,3,2,R,173.0,27.0,130.0,R,183.0,26.1,93.0,0.4832090019204234,1,0
222575,Clay,3,3,L,190.0,33.0,107.0,R,178.0,21.9,224.0,-1.0658879356564572,0,0
222585,Hard,3,4,R,180.0,25.9,69.0,R,188.0,28.9,9.0,2.938599455335857,0,0
222597,Clay,3,1,L,183.0,24.3,134.0,R,193.0,26.0,211.0,-0.6550099982494135,0,0
222601,Clay,3,2,R,174.0,21.2,171.0,R,183.0,27.3,364.0,-1.089942125312798,1,1
222627,Clay,3,3,R,196.0,24.0,34.0,R,188.0,28.1,57.0,-0.7454271729144022,0,0
222648,Clay,3,1,R,183.0,30.4,175.0,R,185.0,21.7,187.0,-0.09568334805530743,0,0
222658,Grass,3,1,R,185.0,30.2,415.0,R,193.0,25.2,142.0,1.547220406729605,1,0
222665,Clay,3,1,R,188.0,22.7,59.0,R,190.0,23.2,143.0,-1.2772282874165475,0,0
222673,Grass,5,1,R,185.0,23.1,69.0,R,193.0,28.9,321.0,-2.2179050303441334,0,0
222681,Hard,3,2,R,175.0,22.5,114.0,R,173.0,25.6,113.0,0.012711051749553448,0,0
222685,Hard,3,1,R,188.0,26.7,98.0,R,185.0,24.8,46.0,1.0911478880581953,1,1
222699,Clay,3,5,R,175.0,29.6,130.0,R,193.0,36.5,256.0,-0.9776321869715456,0,0
222700,Clay,3,5,R,180.0,27.3,76.0,R,183.0,24.9,78.0,-0.03747470541866349,0,1
222727,Hard,3,3,R,185.0,27.2,469.0,R,173.0,24.8,383.0,0.29224353059041874,1,0
222748,Clay,5,5,R,180.0,27.9,17.0,R,170.0,23.2,19.0,-0.16046467219324612,0,0
222752,Clay,3,4,L,201.0,23.8,64.0,R,183.0,27.8,42.0,0.6076825772212393,0,0
222759,Clay,3,1,R,180.0,25.2,116.0,R,183.0,20.7,4.0,4.857980995127572,0,0
222791,Hard,3,3,R,188.0,27.8,137.0,R,183.0,27.3,121.0,0.17916884568593172,1,1
222794,Clay,3,3,R,185.0,23.4,153.0,R,190.0,19.6,96.0,0.6724253419714961,0,0
222802,Clay,3,3,R,180.0,27.2,132.0,R,188.0,17.8,358.0,-1.439421657905803,1,1
222808,Hard,3,3,L,183.0,18.2,144.0,L,183.0,24.2,220.0,-0.6114347120823478,0,0
222851,Clay,3,3,R,183.0,30.7,172.0,R,185.0,23.3,123.0,0.48375024936285804,1,1
222866,Hard,3,1,R,188.0,35.3,45.0,R,180.0,28.4,27.0,0.7369655941662066,1,1
222870,Hard,3,2,R,198.0,21.0,156.0,L,185.0,21.1,21.0,2.893084796083488,0,0
222875,Clay,3,1,R,175.0,23.5,147.0,R,178.0,24.7,60.0,1.2927817492278457,0,1
222884,Clay,3,3,R,180.0,23.4,119.0,R,190.0,20.5,216.0,-0.8600697388555245,1,1
222886,Clay,5,2,R,180.0,23.9,18.0,R,193.0,24.1,139.0,-2.9490160712811955,1,1
222891,Clay,3,3,R,183.0,18.6,118.0,R,180.0,27.4,48.0,1.2976805486406855,0,1
222892,Clay,5,2,R,180.0,22.1,39.0,R,180.0,21.6,54.0,-0.4694852833012195,0,0
222895,Grass,3,2,R,193.0,23.7,94.0,R,185.0,25.4,6.0,3.9696263509564815,0,1
222908,Clay,3,3,R,193.0,26.8,334.0,R,196.0,32.8,379.0,-0.18234974569704043,1,1
222914,Clay,3,3,R,190.0,22.5,136.0,R,183.0,22.7,108.0,0.33257533908687087,0,0
222921,Hard,3,4,R,196.0,21.4,12.0,R,183.0,24.6,18.0,-0.5849625007211561,0,0
222922,Clay,3,3,R,178.0,27.0,378.0,R,190.0,22.8,477.0,-0.33560303178443895,1,1
222939,Grass,3,4,R,193.0,23.7,161.0,R,196.0,25.3,145.0,0.1510077880996823,0,0
222998,Clay,5,2,L,175.0,18.4,283.0,R,185.0,22.7,1.0,8.144658242831882,0,0
223004,Grass,3,1,R,193.0,26.9,68.0,L,178.0,23.0,78.0,-0.1979393776119096,1,0
223020,Hard,3,1,R,175.0,25.0,96.0,L,190.0,31.9,45.0,1.0931094043914813,0,0
223031,Hard,3,3,R,190.0,27.8,112.0,L,180.0,21.8,148.0,-0.4020984435713464,0,0
223050,Grass,3,4,R,180.0,26.1,129.0,R,188.0,20.4,398.0,-1.6253973651203957,1,1
223053,Hard,3,2,R,193.0,25.1,47.0,R,188.0,19.2,73.0,-0.63523570720238,0,1
223054,Hard,3,4,L,193.0,21.6,435.0,R,178.0,30.8,258.0,0.7536443353128366,0,1
223065,Hard,3,5,R,196.0,30.2,30.0,R,206.0,34.2,15.0,1.0,1,1
223093,Hard,3,3,R,185.0,26.4,23.0,R,193.0,28.7,91.0,-1.9842326841416833,1,1
223094,Clay,3,1,R,190.0,20.2,67.0,R,178.0,21.7,25.0,1.4222330006830477,1,1
223098,Clay,3,1,R,180.0,23.0,63.0,R,185.0,28.8,36.0,0.8073549220576046,0,0
223106,Grass,3,2,R,193.0,21.9,95.0,L,193.0,20.7,8.0,3.569855608330948,0,0
223107,Clay,3,4,L,185.0,26.4,133.0,R,180.0,23.4,119.0,0.16046467219324612,0,1
223118,Grass,3,2,R,183.0,27.8,42.0,R,196.0,26.5,12.0,1.8073549220576046,0,1
223119,Hard,3,4,R,185.0,19.6,225.0,R,188.0,25.6,100.0,1.169925001442313,1,1
223125,Clay,3,1,R,188.0,24.6,36.0,R,175.0,19.2,45.0,-0.3219280948873626,0,0
223128,Hard,3,2,R,180.0,25.7,42.0,R,188.0,25.9,134.0,-1.6737717676790114,1,1
223135,Hard,3,1,R,193.0,24.0,30.0,R,185.0,22.5,1.0,4.906890595608519,0,0
223140,Clay,3,4,L,185.0,28.4,124.0,R,190.0,22.7,146.0,-0.23562824849314268,0,0
223158,Hard,3,2,R,175.0,20.8,707.0,R,185.0,19.2,1239.0,-0.809394067331203,1,0
223159,Clay,3,7,R,188.0,22.1,29.0,L,188.0,29.6,35.0,-0.2713020218173945,0,1
223173,Hard,3,2,R,180.0,22.9,482.0,R,183.0,22.1,375.0,0.362142550846718,0,1
223178,Hard,3,3,R,180.0,26.0,154.0,R,183.0,23.9,206.0,-0.4197139864883175,1,0
223204,Clay,3,2,R,185.0,21.9,78.0,L,193.0,23.3,29.0,1.4274212237346768,0,0
223213,Hard,3,1,L,190.0,20.3,1104.0,R,183.0,18.2,402.0,1.45747276559924,0,1
223218,Grass,3,2,R,188.0,32.2,11.0,R,190.0,26.3,98.0,-3.155278225477911,0,1
223226,Clay,3,5,R,183.0,18.6,118.0,R,185.0,23.5,97.0,0.28273020717471375,1,0
223230,Grass,3,2,R,185.0,22.9,126.0,R,196.0,20.1,189.0,-0.5849625007211561,1,1
223244,Hard,3,2,R,193.0,28.2,144.0,R,185.0,24.8,186.0,-0.36923380966571884,0,1
223268,Clay,3,1,R,188.0,28.4,80.0,R,188.0,26.9,162.0,-1.0179219079972617,0,0
223269,Grass,5,6,R,198.0,24.7,64.0,R,198.0,23.7,18.0,1.8300749985576878,0,0
223274,Grass,3,4,R,193.0,26.7,123.0,L,183.0,24.9,70.0,0.8132314883942735,1,1
223284,Clay,3,4,R,170.0,25.9,12.0,R,183.0,32.7,153.0,-3.672425341971496,0,0
223287,Hard,3,3,R,193.0,33.3,114.0,R,180.0,24.7,245.0,-1.1037479248378297,0,0
223317,Hard,3,3,R,185.0,27.7,19.0,R,175.0,19.9,6.0,1.6629650127224291,0,1
223327,Grass,3,2,L,190.0,25.4,21.0,L,185.0,24.5,79.0,-1.9114633253983424,1,1
223333,Clay,5,2,L,180.0,22.0,297.0,L,180.0,22.1,167.0,0.8306148283267145,0,0
223337,Clay,3,1,R,183.0,19.5,375.0,R,175.0,30.9,58.0,2.692765790255671,0,0
223338,Clay,3,1,R,185.0,23.6,80.0,R,190.0,24.4,172.0,-1.1043366598147353,1,0
223340,Grass,3,2,R,183.0,26.8,120.0,L,193.0,30.0,128.0,-0.0931094043914813,1,0
223346,Hard,3,1,R,185.0,27.8,79.0,L,193.0,28.2,62.0,0.3495844377902282,1,1
223358,Hard,3,1,R,175.0,27.2,338.0,R,183.0,24.1,128.0,1.4008794362821835,0,0
223362,Clay,3,1,R,188.0,31.7,132.0,R,183.0,19.9,83.0,0.6693546880115289,0,1
223376,Clay,3,2,R,201.0,24.1,243.0,R,193.0,27.1,248.0,-0.029383806781093647,0,1
223380,Clay,3,1,R,180.0,31.9,144.0,R,173.0,34.4,142.0,0.020177881937629927,0,0
223394,Hard,3,6,R,193.0,22.0,208.0,R,185.0,19.3,397.0,-0.9325554790018646,1,0
223431,Clay,3,1,L,178.0,23.7,194.0,R,185.0,22.0,46.0,2.0763508861301148,1,0
223448,Clay,3,1,R,175.0,24.5,106.0,R,180.0,30.5,150.0,-0.5008982359326826,1,1
223453,Hard,3,1,R,183.0,28.9,221.0,R,178.0,26.4,301.0,-0.4457171173682699,0,0
223459,Clay,3,1,R,196.0,16.1,646.0,R,173.0,27.6,195.0,1.7280600409443139,1,0
223480,Hard,3,5,L,185.0,20.7,2.0,R,183.0,24.6,18.0,-3.169925001442312,0,0
223516,Hard,5,1,R,203.0,34.7,81.0,R,196.0,24.8,10.0,3.017921907997262,0,0
223522,Clay,3,7,R,196.0,23.9,90.0,R,183.0,38.3,72.0,0.3219280948873626,0,1
223542,Clay,3,1,R,188.0,21.2,13.0,R,180.0,17.7,349.0,-4.74664350806856,1,1
223553,Grass,3,1,R,185.0,25.4,138.0,R,188.0,20.4,333.0,-1.2708539102930922,0,0
223557,Clay,5,2,L,180.0,26.8,78.0,R,188.0,22.1,57.0,0.4525122046975074,0,1
223577,Carpet,3,1,R,183.0,21.5,188.0,R,208.0,22.9,183.0,0.03888901339359485,1,1
223580,Hard,3,2,R,173.0,23.4,88.0,R,185.0,23.8,81.0,0.11958161575267301,0,0
223609,Grass,3,4,R,178.0,21.9,119.0,R,190.0,32.4,59.0,1.0121747139461021,0,0
223610,Carpet,3,1,R,190.0,25.7,686.0,R,183.0,22.2,265.0,1.3722162167222507,0,0
223619,Clay,3,5,R,183.0,19.5,147.0,R,185.0,32.0,29.0,2.3416913497087926,0,0
223633,Clay,3,6,R,183.0,22.4,76.0,R,196.0,23.9,90.0,-0.24392558288608956,1,0
223642,Clay,3,1,R,180.0,27.9,17.0,R,191.0,29.6,61.0,-1.8432744963125476,0,1
223648,Hard,3,1,R,196.0,25.0,14.0,R,188.0,25.2,57.0,-2.025535092107137,1,0
223656,Clay,3,2,L,180.0,20.7,47.0,R,185.0,24.9,48.0,-0.03037364904351847,0,0
223657,Clay,3,1,R,190.0,23.7,181.0,R,180.0,23.1,42.0,2.107528464304445,1,1
223661,Grass,3,2,R,175.0,24.2,106.0,R,196.0,20.1,37.0,1.5184670889342486,0,0
223665,Grass,3,2,R,185.0,30.8,16.0,R,183.0,27.1,101.0,-2.6582114827517946,1,1
223685,Hard,3,1,R,188.0,23.2,399.0,L,193.0,22.7,147.0,1.4405725913859806,0,0
223691,Hard,3,2,R,188.0,28.9,53.0,R,201.0,32.2,114.0,-1.1049695596015425,1,1
223714,Clay,3,1,R,178.0,28.0,79.0,R,185.0,30.3,278.0,-1.8151603245464036,0,0
223739,Clay,3,3,R,180.0,29.8,388.0,R,175.0,28.1,170.0,1.1905219060494252,0,1
223759,Hard,3,1,R,183.0,27.5,13.0,R,188.0,31.0,51.0,-1.971985623830403,0,0
223773,Hard,3,1,L,170.0,19.1,145.0,R,180.0,20.5,254.0,-0.808775596757231,1,0
223775,Grass,3,1,R,183.0,22.7,128.0,R,178.0,21.0,28.0,2.1926450779423963,1,1
223799,Carpet,3,1,R,185.0,28.8,162.0,R,190.0,22.5,182.0,-0.16794463731407205,0,1
223804,Hard,3,1,R,175.0,24.7,363.0,R,183.0,21.9,139.0,1.384884665272243,0,0
223816,Hard,3,1,R,190.0,25.9,213.0,R,185.0,28.0,261.0,-0.2931963763440466,0,1
223822,Clay,3,3,R,183.0,28.3,90.0,R,193.0,21.8,153.0,-0.7655347463629774,0,1
223850,Clay,3,3,R,183.0,29.4,160.0,R,183.0,26.0,187.0,-0.22496636500027378,0,1
223872,Clay,3,1,R,170.0,21.2,47.0,R,188.0,22.0,2.0,4.554588851677638,0,0
223874,Hard,3,3,L,180.0,25.4,1.0,L,185.0,21.1,21.0,-4.392317422778761,1,1
223878,Clay,3,2,L,180.0,34.6,18.0,R,173.0,23.0,173.0,-3.2647032261944124,1,1
223897,Grass,3,2,R,188.0,26.1,55.0,R,196.0,20.5,19.0,1.5334322000810747,0,1
223910,Carpet,3,1,L,188.0,27.4,214.0,R,196.0,17.8,291.0,-0.4434083565071365,1,1
223913,Hard,3,2,L,180.0,22.0,117.0,L,190.0,31.9,45.0,1.37851162325373,1,0
223928,Clay,3,7,R,183.0,27.4,24.0,R,180.0,22.0,111.0,-2.20945336562895,0,1
223940,Hard,3,1,R,196.0,27.3,263.0,R,183.0,22.0,250.0,0.0731347046302151,1,0
223955,Hard,3,3,L,183.0,31.3,163.0,L,185.0,27.1,332.0,-1.0263112771158482,1,0
223957,Hard,3,4,R,183.0,25.2,46.0,R,193.0,29.2,35.0,0.3942789391120467,0,1
223963,Hard,3,6,R,183.0,22.9,38.0,R,198.0,26.4,1.0,5.247927513443585,0,0
223987,Clay,3,2,R,175.0,28.2,48.0,R,180.0,25.3,172.0,-1.8413022539809418,1,1
223990,Clay,3,1,R,175.0,22.9,108.0,R,196.0,30.7,104.0,0.0544477840223756,1,0
223992,Clay,3,2,R,190.0,28.7,12.0,R,175.0,22.0,50.0,-2.0588936890535683,1,1
224008,Grass,3,2,R,201.0,26.5,26.0,L,188.0,23.7,103.0,-1.986060809042126,0,0
224018,Hard,3,1,R,178.0,20.9,243.0,L,175.0,25.8,203.0,0.2594765864206048,0,0
224035,Clay,3,1,R,193.0,19.3,375.0,R,180.0,30.6,152.0,1.3028192719396579,1,1
224041,Clay,3,2,R,175.0,29.0,207.0,R,180.0,25.5,492.0,-1.2490275478399147,0,1
224042,Clay,3,6,R,193.0,26.8,105.0,R,190.0,26.9,179.0,-0.769570259598134,0,0
224044,Clay,3,4,R,185.0,23.9,466.0,L,185.0,26.3,68.0,2.7767233034039407,0,0
224053,Grass,3,4,R,208.0,35.3,31.0,R,183.0,31.7,275.0,-3.1490914980251468,1,1
224058,Hard,3,1,R,185.0,20.4,446.0,R,191.0,20.7,373.0,0.25786807966506764,1,0
224064,Hard,3,3,R,175.0,25.1,341.0,R,198.0,32.7,287.0,0.2487210023484856,1,1
224078,Hard,3,3,R,185.0,34.5,224.0,R,194.0,33.4,683.0,-1.6083868462324862,0,0
224087,Clay,3,1,L,172.0,26.2,82.0,R,183.0,24.8,44.0,0.8981203859807865,1,1
224108,Grass,3,1,R,193.0,22.6,9.0,R,185.0,25.9,160.0,-4.1520030934450505,1,1
224134,Carpet,3,1,L,190.0,30.6,106.0,R,190.0,23.7,351.0,-1.727406765741362,0,0
224159,Grass,5,7,R,185.0,31.9,75.0,R,185.0,30.8,3.0,4.643856189774725,0,0
224166,Hard,3,1,R,183.0,20.0,666.0,R,185.0,31.9,450.0,0.565597175854224,1,0
224170,Hard,3,1,R,188.0,28.6,201.0,R,185.0,27.7,332.0,-0.7239877401679964,1,1
224174,Grass,3,3,R,193.0,28.0,98.0,L,183.0,28.9,232.0,-1.2432711510123635,1,1
224213,Grass,3,3,R,188.0,26.0,159.0,R,190.0,21.8,157.0,0.018262206392728686,0,1
224240,Hard,3,1,R,180.0,22.4,142.0,R,188.0,20.8,291.0,-1.0351282234036008,0,1
