,surface,best_of,Round,player_hand,player_ht,player_age,player_rank,opponent_hand,opponent_ht,opponent_age,opponent_rank,log_rank_difference,T,Y
149840,Hard,3,1,R,175.0,24.5,46.0,R,188.0,19.5,126.0,-1.4537179674429037,1,1
149843,Clay,3,2,R,183.0,21.9,355.0,R,178.0,21.4,217.0,0.7101239819475653,0,0
149871,Hard,3,2,R,173.0,22.3,250.0,R,196.0,22.2,206.0,0.27928375747886847,1,0
149872,Clay,3,1,R,185.0,26.4,80.0,R,188.0,21.6,2.0,5.321928094887363,1,1
149877,Clay,3,2,R,185.0,25.2,178.0,R,183.0,23.8,112.0,0.6683785089087939,1,1
149886,Grass,3,1,R,190.0,27.3,146.0,R,193.0,25.2,161.0,-0.1410923192345992,1,1
149895,Hard,3,3,L,201.0,26.4,256.0,R,183.0,22.5,541.0,-1.0794847838268158,0,1
149904,Clay,3,4,R,183.0,30.0,9.0,R,185.0,26.0,56.0,-2.6374299206152916,1,1
149911,Clay,3,4,R,196.0,26.3,6.0,R,181.0,27.7,58.0,-3.273018494406416,0,1
149919,Hard,3,3,R,188.0,19.1,43.0,R,183.0,21.8,27.0,0.6713772525386297,1,1
149922,Clay,3,4,L,183.0,20.2,397.0,R,183.0,23.8,106.0,1.9050747425797585,0,0
149939,Grass,3,3,R,175.0,42.1,13.0,R,185.0,35.0,59.0,-2.1822033312207494,1,1
149954,Carpet,3,2,R,190.0,29.7,17.0,R,190.0,20.9,57.0,-1.7454271729144022,0,1
149982,Hard,3,2,R,183.0,27.5,117.0,R,178.0,30.4,174.0,-0.5725787762653232,1,0
149991,Hard,3,1,R,185.0,25.2,133.0,R,180.0,26.1,159.0,-0.2576005197831659,1,1
150003,Clay,3,3,R,185.0,27.3,9.0,R,193.0,20.6,49.0,-2.444784842672896,1,1
150015,Hard,3,1,R,173.0,31.2,1176.0,R,175.0,20.5,87.0,3.7567288489876356,1,0
150039,Clay,5,4,R,185.0,27.4,119.0,L,183.0,30.9,48.0,1.3098552625867876,1,0
150042,Hard,3,5,L,183.0,27.0,151.0,R,178.0,22.0,502.0,-1.7331388146256934,1,1
150087,Clay,3,2,R,185.0,30.5,256.0,R,188.0,20.3,444.0,-0.7944158663501053,0,0
150100,Clay,3,2,R,183.0,24.2,68.0,R,196.0,21.2,133.0,-0.9678195942508507,1,1
150101,Clay,3,2,L,180.0,28.1,147.0,R,190.0,23.0,333.0,-1.179706022234897,1,0
150103,Clay,3,4,R,193.0,20.2,14.0,R,188.0,30.9,5.0,1.485426827170242,1,0
150128,Hard,3,3,R,193.0,24.3,210.0,R,178.0,35.5,60.0,1.8073549220576037,1,1
150133,Clay,3,2,R,193.0,20.2,479.0,R,175.0,22.4,173.0,1.4692536180994553,0,1
150143,Clay,3,4,R,180.0,24.9,224.0,R,180.0,22.3,61.0,1.876617584494717,0,1
150148,Clay,3,4,L,188.0,31.4,38.0,R,198.0,26.5,10.0,1.925999418556223,0,1
150153,Clay,3,5,R,196.0,30.6,8.0,R,175.0,34.0,9.0,-0.16992500144231215,1,1
150170,Hard,3,3,R,188.0,31.0,134.0,R,196.0,24.0,234.0,-0.8042755291256327,1,0
150194,Clay,3,3,R,183.0,22.0,56.0,R,185.0,25.6,12.0,2.2223924213364477,1,1
150195,Clay,3,2,R,183.0,27.3,197.0,R,185.0,21.3,108.0,0.8671643172929082,1,0
150197,Clay,3,3,L,178.0,23.8,153.0,R,173.0,22.2,260.0,-0.7649799703358022,0,0
150203,Hard,3,3,R,188.0,23.6,178.0,R,175.0,26.5,102.0,0.8033080889949025,0,0
150213,Hard,3,4,R,193.0,24.8,72.0,R,175.0,22.1,9.0,3.0,0,0
150235,Hard,3,1,R,190.0,28.3,100.0,R,185.0,24.9,165.0,-0.7224660244710917,1,1
150247,Clay,3,3,R,183.0,35.1,41.0,R,185.0,24.3,24.0,0.7725895038969277,0,1
150253,Hard,3,4,R,178.0,28.1,8.0,R,185.0,27.5,27.0,-1.7548875021634682,1,1
150261,Clay,3,1,R,190.0,23.0,262.0,L,201.0,28.5,195.0,0.4260926877878397,1,1
150312,Hard,3,1,R,188.0,25.8,37.0,L,180.0,21.0,86.0,-1.2168113890731478,0,1
150316,Clay,3,3,R,183.0,18.9,30.0,R,178.0,29.4,33.0,-0.1375035237499347,0,0
150341,Clay,3,1,R,201.0,26.4,19.0,R,178.0,21.6,80.0,-2.0740005814437774,1,1
150354,Hard,3,2,R,188.0,28.0,113.0,R,185.0,22.6,82.0,0.46262695779710405,0,1
150360,Clay,3,2,R,175.0,22.0,66.0,R,175.0,25.9,10.0,2.722466024471091,0,1
150384,Clay,3,5,R,196.0,24.7,119.0,R,190.0,24.0,125.0,-0.07096652135414327,1,1
150393,Clay,3,3,R,180.0,29.2,172.0,R,183.0,28.9,222.0,-0.3681511116480083,0,1
150399,Clay,3,5,R,193.0,24.5,40.0,R,196.0,26.3,6.0,2.7369655941662066,0,0
150411,Clay,3,3,L,188.0,23.7,168.0,R,174.0,28.7,359.0,-1.0955226110442906,1,1
150427,Grass,3,4,R,183.0,26.8,37.0,L,178.0,31.6,50.0,-0.43440282414577425,0,0
150439,Clay,3,2,R,175.0,21.2,163.0,R,180.0,25.7,169.0,-0.052151282051107195,0,0
150446,Carpet,3,1,L,190.0,23.8,59.0,R,170.0,24.7,131.0,-1.1507799521756086,0,1
150447,Hard,3,3,R,178.0,26.7,174.0,R,180.0,25.4,223.0,-0.3579564040715768,1,1
150454,Clay,3,1,R,175.0,27.6,32.0,R,178.0,24.2,34.0,-0.0874628412503391,0,0
150457,Hard,3,5,R,190.0,26.3,14.0,R,175.0,22.1,9.0,0.637429920615292,0,0
150467,Clay,3,2,R,193.0,25.2,230.0,R,185.0,18.1,1227.0,-2.4154294827185305,1,1
150469,Clay,3,5,L,175.0,24.3,20.0,R,193.0,20.2,14.0,0.5145731728297585,0,0
150471,Hard,3,1,R,188.0,24.8,328.0,R,175.0,20.8,692.0,-1.0770762230186417,1,1
150472,Clay,3,1,R,188.0,30.3,73.0,R,183.0,19.6,156.0,-1.0955776599822311,1,1
150489,Hard,3,5,L,190.0,18.4,421.0,R,198.0,17.3,485.0,-0.2041645140080952,1,0
150502,Clay,3,4,L,183.0,29.9,8.0,R,185.0,25.7,61.0,-2.9307373375628867,0,0
150578,Clay,3,3,R,190.0,26.3,197.0,R,188.0,18.4,216.0,-0.13283568270709178,0,1
150587,Hard,3,2,R,190.0,25.0,248.0,R,178.0,28.0,147.0,0.7545239655505105,0,0
150603,Hard,3,2,R,193.0,20.5,294.0,R,193.0,21.6,150.0,0.9708536543404822,1,0
150609,Clay,3,2,R,188.0,30.2,291.0,R,173.0,28.0,196.0,0.5701654987930747,0,1
150612,Hard,3,1,R,183.0,29.1,460.0,R,175.0,29.6,304.0,0.5975625375007905,0,0
150619,Hard,3,4,R,183.0,27.1,65.0,R,206.0,24.2,55.0,0.24100809950379443,0,1
150621,Clay,3,3,L,180.0,26.9,222.0,R,180.0,32.2,156.0,0.5090136474878575,1,1
150624,Clay,3,4,L,188.0,29.6,39.0,R,185.0,29.7,3.0,3.7004397181410926,0,1
150626,Clay,3,2,R,175.0,23.6,720.0,R,183.0,25.1,367.0,0.9722168434864606,0,0
150631,Clay,3,4,R,183.0,30.2,64.0,L,188.0,25.2,57.0,0.1671099858352587,0,1
150636,Clay,3,4,R,188.0,27.9,27.0,L,188.0,33.6,12.0,1.1699250014423122,1,1
150641,Clay,3,5,R,180.0,30.3,27.0,R,193.0,21.0,21.0,0.36257007938470753,0,1
150652,Hard,3,4,R,196.0,21.9,273.0,R,175.0,21.6,222.0,0.29834127456974624,0,1
150654,Clay,3,5,L,190.0,30.4,86.0,R,188.0,25.7,60.0,0.5193741590935792,0,0
150671,Grass,3,4,R,193.0,23.2,101.0,L,183.0,25.1,11.0,3.1987798641144973,0,1
150686,Carpet,3,3,R,185.0,22.8,14.0,R,178.0,31.4,39.0,-1.4780472968046445,1,1
150692,Clay,3,3,R,201.0,18.6,292.0,R,196.0,21.1,330.0,-0.17649765536579842,1,0
150694,Hard,3,2,R,188.0,24.2,62.0,R,185.0,20.0,139.0,-1.1647447623366327,1,1
150724,Hard,3,2,R,190.0,30.1,547.0,R,178.0,20.7,395.0,0.4696881797280916,0,0
150732,Clay,3,1,R,193.0,27.1,5.0,R,178.0,22.5,82.0,-4.035623909730722,0,1
150758,Clay,3,4,R,190.0,29.0,62.0,R,193.0,28.6,15.0,2.047305714778356,1,0
150765,Clay,3,7,R,196.0,26.3,6.0,R,198.0,28.5,8.0,-0.4150374992788439,0,0
150767,Clay,3,3,R,188.0,31.0,163.0,R,183.0,30.3,96.0,0.7637656535099211,1,0
150780,Hard,3,3,R,170.0,31.4,261.0,R,191.0,20.7,412.0,-0.6585945306133336,0,0
150793,Grass,5,5,L,180.0,24.3,6.0,L,178.0,31.6,50.0,-3.0588936890535683,0,0
150809,Hard,3,5,R,183.0,21.5,190.0,R,190.0,23.1,201.0,-0.08119608284798119,0,0
150812,Carpet,3,1,R,188.0,22.7,16.0,R,188.0,24.1,49.0,-1.6147098441152083,0,1
150815,Clay,3,3,R,185.0,19.0,489.0,L,185.0,26.4,160.0,1.6117625600648706,0,1
150819,Clay,3,3,R,188.0,20.3,444.0,R,183.0,21.1,190.0,1.2245602580191575,1,0
150827,Grass,3,3,L,183.0,20.8,310.0,R,178.0,20.3,266.0,0.22084196977304948,1,0
150834,Clay,3,1,R,188.0,29.8,27.0,R,190.0,24.0,55.0,-1.0264722113611917,1,0
150839,Clay,3,3,R,180.0,21.4,345.0,R,188.0,20.1,373.0,-0.11257926858970535,0,1
150860,Hard,3,3,R,183.0,25.9,90.0,R,185.0,23.7,83.0,0.11681366498275025,0,1
150862,Grass,3,2,R,188.0,25.5,170.0,L,175.0,21.6,135.0,0.33257533908687087,1,1
150875,Clay,3,5,R,196.0,23.9,32.0,R,198.0,31.7,54.0,-0.7548875021634682,0,0
150893,Clay,5,4,R,208.0,40.2,94.0,L,188.0,37.6,108.0,-0.20029865048583062,1,1
150898,Clay,3,5,R,183.0,23.8,106.0,R,188.0,23.1,62.0,0.7737241441763238,1,1
150904,Clay,3,3,R,178.0,29.9,66.0,L,196.0,26.8,82.0,-0.3131578852596304,0,1
150927,Clay,3,3,R,170.0,18.0,91.0,R,170.0,23.6,173.0,-0.9268335874380282,1,1
150934,Carpet,3,1,R,180.0,23.9,28.0,R,185.0,30.6,14.0,0.9999999999999996,0,1
150937,Clay,3,3,R,190.0,18.3,931.0,R,185.0,27.3,302.0,1.624232618233716,0,0
150947,Hard,3,3,R,183.0,24.7,162.0,R,170.0,21.9,295.0,-0.8647211413645799,0,1
150952,Clay,3,3,R,175.0,17.9,250.0,R,190.0,24.0,232.0,0.10780328953451512,0,1
150963,Hard,3,4,R,190.0,28.4,28.0,R,180.0,32.2,6.0,2.2223924213364477,1,0
150978,Hard,3,1,R,190.0,24.5,386.0,L,183.0,18.1,173.0,1.1578288096313551,0,0
150991,Hard,3,1,R,190.0,21.9,261.0,R,185.0,29.7,130.0,1.0055381835414305,1,1
151011,Clay,3,3,R,183.0,23.4,401.0,R,193.0,28.0,62.0,2.6932621160680448,0,0
151015,Clay,5,4,L,170.0,23.6,72.0,R,178.0,24.1,66.0,0.12553088208385876,0,1
151044,Hard,3,1,L,180.0,26.1,77.0,R,180.0,24.7,34.0,1.179323699444562,1,1
151073,Clay,3,1,R,183.0,19.2,61.0,R,185.0,26.6,23.0,1.4071753815058736,1,0
151076,Hard,3,3,R,178.0,28.0,147.0,R,180.0,24.4,214.0,-0.5417946415647821,1,1
151077,Clay,3,3,R,180.0,23.1,62.0,R,193.0,25.2,230.0,-1.8912937405574999,1,1
151095,Clay,3,4,R,183.0,23.6,31.0,R,178.0,23.9,20.0,0.6322682154995123,0,0
151097,Clay,3,3,R,190.0,19.8,379.0,R,183.0,19.2,476.0,-0.3287637251368505,1,1
151098,Clay,3,1,R,180.0,25.6,49.0,R,196.0,28.8,59.0,-0.2679332052466332,0,0
151107,Hard,3,4,R,185.0,25.3,45.0,R,180.0,27.2,16.0,1.4918530963296748,1,1
151123,Hard,3,3,R,168.0,22.1,275.0,R,188.0,17.2,307.0,-0.1588070369581569,0,1
151125,Clay,3,1,R,181.0,25.9,75.0,L,188.0,24.9,168.0,-1.1634987322828794,1,1
151170,Hard,3,1,R,173.0,20.7,250.0,R,188.0,23.4,369.0,-0.561692721398309,0,0
151186,Clay,3,1,R,175.0,23.6,39.0,R,183.0,25.6,45.0,-0.20645087746742607,0,0
151211,Hard,3,1,R,190.0,27.9,102.0,R,196.0,24.4,110.0,-0.10893437155316477,1,0
151212,Hard,3,2,R,185.0,22.0,516.0,L,185.0,25.6,337.0,0.6146224742413953,0,1
151226,Hard,3,3,R,188.0,30.2,46.0,L,175.0,20.7,121.0,-1.3953012812175816,1,1
151244,Clay,3,7,R,185.0,28.7,98.0,R,183.0,31.2,62.0,0.6605135337283334,0,0
151251,Clay,3,6,R,193.0,21.0,21.0,R,178.0,26.3,6.0,1.8073549220576046,1,0
151258,Hard,3,6,R,180.0,20.6,432.0,R,188.0,20.2,410.0,0.0754074026580227,0,1
151268,Hard,3,3,R,193.0,26.7,238.0,R,191.0,27.6,278.0,-0.22412330941556302,1,0
151305,Clay,3,1,L,178.0,38.6,318.0,R,180.0,31.1,130.0,1.2905151422559005,0,1
151314,Clay,3,3,L,190.0,24.3,102.0,R,185.0,29.3,90.0,0.1805722456418204,0,1
151323,Clay,3,1,R,190.0,25.1,40.0,R,188.0,22.0,19.0,1.0740005814437774,1,1
151338,Clay,3,4,L,185.0,27.6,116.0,R,185.0,22.0,189.0,-0.704261429093501,1,1
151350,Grass,3,3,R,180.0,27.1,145.0,R,193.0,23.4,93.0,0.6407502789069035,0,0
151359,Clay,3,1,R,180.0,28.5,161.0,L,188.0,26.8,124.0,0.3767205677277419,0,0
151363,Clay,3,5,R,183.0,31.3,63.0,R,178.0,25.9,25.0,1.3334237337251924,0,1
151368,Clay,3,5,R,188.0,23.9,11.0,R,183.0,30.0,9.0,0.28950661719498516,1,0
151372,Hard,3,2,R,185.0,26.2,657.0,R,196.0,19.8,635.0,0.04913677866280075,1,1
151383,Hard,3,5,R,198.0,23.5,7.0,L,183.0,32.3,36.0,-2.362570079384708,1,0
151384,Hard,3,3,R,178.0,26.7,232.0,R,183.0,29.3,157.0,0.5633602462359448,0,0
151401,Grass,3,2,R,190.0,22.4,29.0,R,178.0,19.3,100.0,-1.7858751946471525,0,1
151418,Carpet,3,4,R,185.0,22.8,14.0,R,180.0,24.5,8.0,0.8073549220576042,0,0
151431,Clay,3,2,R,185.0,27.4,72.0,R,175.0,28.6,177.0,-1.2976805486406855,0,1
151438,Clay,3,5,L,175.0,20.3,16.0,R,185.0,25.6,9.0,0.8300749985576878,1,0
151443,Clay,3,5,R,193.0,27.7,34.0,R,180.0,23.1,62.0,-0.8667334691365358,1,1
151444,Clay,3,1,R,183.0,28.6,78.0,R,183.0,28.5,145.0,-0.8945068711526858,1,1
151487,Clay,3,4,R,196.0,29.3,86.0,R,208.0,35.1,53.0,0.6983443001388991,1,1
151491,Clay,3,1,L,178.0,20.2,287.0,R,198.0,30.0,113.0,1.3447279642604997,0,1
151494,Hard,3,2,L,183.0,22.1,287.0,R,188.0,21.2,664.0,-1.210132504671238,0,1
151511,Clay,3,3,R,196.0,26.8,65.0,R,185.0,19.0,40.0,0.7004397181410917,0,0
151512,Hard,3,3,L,180.0,19.5,157.0,R,173.0,33.5,229.0,-0.5445830392053166,1,1
151514,Clay,3,3,L,185.0,21.4,120.0,R,191.0,24.6,65.0,0.8845227825800643,0,1
151536,Hard,3,1,R,198.0,25.8,91.0,R,193.0,23.7,220.0,-1.2735650733259636,1,1
151538,Hard,3,1,R,170.0,18.0,78.0,R,175.0,21.1,238.0,-1.609415544445695,1,1
151547,Hard,3,3,R,183.0,23.8,227.0,R,188.0,24.2,62.0,1.87235217690404,1,0
151556,Clay,3,1,R,188.0,19.1,86.0,R,188.0,23.6,64.0,0.4262647547020979,0,1
151561,Clay,3,1,R,188.0,22.1,25.0,R,185.0,30.2,30.0,-0.26303440583379434,1,1
151567,Clay,3,1,R,175.0,30.5,66.0,R,185.0,25.6,10.0,2.722466024471091,0,0
151568,Carpet,3,1,R,180.0,23.8,131.0,R,188.0,24.8,187.0,-0.5134714583501863,1,0
151574,Carpet,3,1,R,188.0,30.2,46.0,R,193.0,24.6,173.0,-1.9110662715797115,0,0
151576,Hard,3,1,R,190.0,23.0,344.0,R,188.0,28.8,136.0,1.3388019134517588,0,0
151580,Clay,3,2,R,208.0,25.1,70.0,R,180.0,22.0,18.0,1.9593580155026542,1,1
151601,Hard,3,2,R,180.0,22.6,183.0,L,175.0,34.0,131.0,0.4822768367465926,0,1
151621,Clay,3,4,R,188.0,26.2,61.0,R,185.0,25.5,59.0,0.04809428820104511,1,1
151630,Clay,3,7,L,188.0,33.1,46.0,R,185.0,22.5,137.0,-1.5744701269035133,0,1
151633,Clay,3,3,L,183.0,33.8,73.0,R,185.0,28.6,39.0,0.9044223400177689,1,1
151659,Grass,3,2,R,188.0,22.6,138.0,R,190.0,29.4,132.0,0.06413033741971574,0,0
151671,Clay,3,1,R,185.0,23.2,179.0,R,185.0,18.9,664.0,-1.891223654082669,1,1
151673,Clay,3,1,R,175.0,24.0,69.0,R,170.0,24.4,46.0,0.5849625007211561,1,1
151679,Clay,3,3,L,185.0,28.3,104.0,R,185.0,25.0,25.0,2.0565835283663683,1,1
151696,Carpet,3,1,R,183.0,29.3,122.0,R,190.0,27.6,142.0,-0.21900978194179554,1,0
151699,Hard,3,1,R,196.0,21.0,511.0,L,193.0,25.2,205.0,1.317699381432175,0,0
151717,Hard,3,5,R,178.0,28.1,8.0,R,183.0,29.0,10.0,-0.3219280948873622,1,1
151731,Clay,3,4,L,188.0,26.3,122.0,R,183.0,29.3,36.0,1.7608123361205745,1,1
151755,Clay,3,3,R,185.0,25.0,43.0,R,180.0,24.0,263.0,-2.612654234590204,1,0
151799,Clay,3,1,R,188.0,22.2,136.0,L,183.0,26.0,153.0,-0.16992500144231304,0,0
151801,Clay,3,4,R,170.0,23.3,114.0,R,185.0,29.3,90.0,0.3410369178350665,1,1
151802,Hard,3,1,R,190.0,23.8,220.0,R,188.0,32.2,352.0,-0.6780719051126365,1,1
151817,Hard,3,1,R,193.0,32.3,160.0,R,175.0,23.9,68.0,1.2344652536370235,1,0
151820,Hard,3,1,R,180.0,22.9,1031.0,R,180.0,24.6,236.0,2.1271855680062677,0,1
151832,Hard,3,1,R,190.0,27.8,113.0,R,188.0,26.0,1037.0,-3.198021216398038,1,1
151839,Hard,3,5,L,188.0,25.7,11.0,R,188.0,26.9,5.0,1.1375035237499351,0,1
151861,Clay,3,3,R,183.0,28.3,87.0,R,188.0,19.4,41.0,1.0853914912306442,1,0
151869,Clay,5,4,R,211.0,21.7,59.0,R,185.0,22.9,37.0,0.6731896837328915,0,0
151871,Hard,3,5,R,180.0,27.2,91.0,R,196.0,29.8,17.0,2.4203317989483573,0,0
151875,Clay,3,3,R,191.0,28.3,113.0,R,191.0,24.5,223.0,-0.9807209375051169,1,1
151909,Hard,3,2,R,193.0,24.9,248.0,R,190.0,18.1,462.0,-0.8975527310291831,0,1
151920,Hard,3,1,R,180.0,19.7,274.0,R,175.0,23.8,205.0,0.4185519834550808,1,0
151922,Clay,3,1,R,180.0,24.0,119.0,R,175.0,29.6,166.0,-0.4802216680389808,1,1
151954,Hard,3,2,R,178.0,24.9,268.0,R,178.0,24.4,188.0,0.5115003387801345,0,1
151981,Clay,3,4,R,180.0,28.6,748.0,R,183.0,24.6,135.0,2.4700788628368064,0,0
152025,Grass,3,2,R,185.0,20.5,91.0,R,183.0,19.3,195.0,-1.099535673550914,1,1
152026,Hard,3,1,R,185.0,30.1,121.0,R,180.0,21.0,219.0,-0.855923822326579,0,1
152035,Hard,3,4,R,183.0,24.9,243.0,R,190.0,24.1,96.0,1.3398500028846252,0,1
152036,Clay,3,1,R,180.0,24.9,238.0,R,190.0,24.9,221.0,0.10691520391651199,0,0
152045,Clay,3,5,L,185.0,28.3,104.0,R,170.0,23.3,114.0,-0.13245029602364866,0,1
152048,Clay,3,1,R,178.0,21.7,302.0,R,180.0,21.6,161.0,0.9074878612104618,1,0
152052,Clay,3,1,R,180.0,27.9,173.0,R,183.0,28.2,232.0,-0.42335276749084727,0,0
152056,Carpet,3,1,L,188.0,25.4,243.0,R,178.0,22.8,137.0,0.8267804206452549,1,0
152061,Hard,3,1,R,175.0,21.7,58.0,L,193.0,28.9,41.0,0.5004289905094881,0,0
152077,Clay,3,4,R,196.0,21.6,12.0,R,175.0,26.4,57.0,-2.247927513443585,1,1
152079,Clay,3,1,R,185.0,25.4,171.0,L,178.0,26.6,242.0,-0.5010107223886964,0,1
152098,Clay,3,2,R,193.0,29.0,179.0,R,196.0,20.9,178.0,0.008082346297858756,1,1
152103,Clay,3,4,R,198.0,21.0,402.0,R,183.0,31.2,44.0,3.191620072541631,0,0
152109,Clay,3,4,R,198.0,21.0,3.0,R,193.0,26.4,118.0,-5.2976805486406855,0,1
152118,Hard,3,3,R,183.0,29.7,51.0,R,193.0,31.5,53.0,-0.05549511259170359,0,0
152124,Clay,3,7,R,188.0,32.0,33.0,R,198.0,27.6,54.0,-0.7104933828050148,0,0
152149,Hard,3,1,R,190.0,23.6,220.0,R,188.0,27.4,195.0,0.1740293997750495,1,1
152151,Clay,3,1,R,170.0,26.6,159.0,R,178.0,27.5,192.0,-0.27207954543680035,1,1
152153,Hard,3,2,R,185.0,32.8,397.0,L,175.0,23.7,231.0,0.7812461557269001,0,1
152161,Clay,3,1,R,185.0,20.5,22.0,R,180.0,35.8,1094.0,-5.63596540415526,1,1
152164,Hard,3,1,R,190.0,25.0,203.0,R,185.0,20.5,149.0,0.4461673967230153,1,0
152174,Clay,3,1,R,178.0,22.2,204.0,R,193.0,24.2,220.0,-0.10893437155316477,1,1
152175,Clay,3,1,R,188.0,21.4,122.0,L,193.0,27.6,18.0,2.7608123361205745,0,1
152184,Carpet,3,1,R,175.0,32.5,190.0,R,188.0,28.8,131.0,0.5364326067934977,1,1
152187,Hard,3,2,R,190.0,28.3,100.0,R,185.0,23.5,27.0,1.8889686876112561,0,0
152198,Hard,3,2,R,175.0,29.6,304.0,R,180.0,27.2,125.0,1.2821432287814982,0,0
152207,Hard,3,2,R,180.0,27.2,94.0,R,180.0,24.4,72.0,0.38466385023532546,1,1
152220,Clay,3,2,R,193.0,22.7,274.0,R,188.0,23.4,136.0,1.0105692417101881,1,0
152228,Clay,3,3,R,188.0,20.9,78.0,L,191.0,21.8,128.0,-0.7145977811377513,1,0
152229,Hard,3,3,R,193.0,20.4,259.0,R,180.0,24.0,249.0,0.056806355618474136,1,1
152246,Clay,3,6,R,198.0,26.0,27.0,R,198.0,27.6,54.0,-1.0,0,0
152270,Hard,3,1,R,183.0,31.8,183.0,R,193.0,30.1,115.0,0.670209787339668,1,1
152272,Hard,3,1,R,193.0,24.3,196.0,R,193.0,30.2,138.0,0.5061853873370392,1,1
152282,Clay,3,1,R,193.0,19.3,157.0,L,185.0,25.1,104.0,0.5941810307505344,1,0
152292,Clay,3,1,R,180.0,19.7,219.0,R,188.0,18.4,429.0,-0.9700467778983715,1,0
152300,Carpet,3,1,R,185.0,25.9,254.0,L,188.0,29.9,225.0,0.17490349555512807,1,0
152303,Clay,3,1,R,188.0,27.5,216.0,R,188.0,27.0,274.0,-0.343144580797059,0,0
152306,Carpet,3,1,R,190.0,18.7,350.0,R,183.0,25.4,141.0,1.3116597594335353,0,1
152312,Clay,3,3,R,180.0,22.3,8.0,R,183.0,22.6,54.0,-2.7548875021634682,1,0
152315,Clay,3,1,R,175.0,23.2,11.0,R,183.0,24.7,20.0,-0.8624964762500653,1,0
152327,Hard,3,6,R,185.0,28.0,1.0,R,188.0,24.3,7.0,-2.807354922057604,0,1
152336,Clay,3,4,R,180.0,30.5,88.0,R,188.0,28.9,75.0,0.23061292814141598,0,1
152359,Hard,3,4,R,188.0,29.3,15.0,R,193.0,30.5,35.0,-1.2223924213364477,1,1
152395,Clay,3,1,L,173.0,17.5,124.0,R,175.0,18.9,42.0,1.5618788876081142,0,0
152398,Carpet,3,3,L,180.0,29.6,18.0,R,188.0,23.9,25.0,-0.4739311883324122,0,1
152403,Clay,3,1,R,173.0,23.6,138.0,R,170.0,26.4,209.0,-0.5988346753027134,1,0
152404,Clay,3,1,R,178.0,23.2,76.0,R,175.0,26.2,121.0,-0.6709357238310094,1,1
152412,Hard,3,1,L,180.0,24.2,403.0,R,183.0,24.3,188.0,1.10004717685033,0,0
152425,Clay,3,1,R,185.0,23.6,130.0,R,188.0,25.7,111.0,0.22795194667834817,1,1
152428,Carpet,3,1,R,201.0,32.0,90.0,L,183.0,18.5,479.0,-2.412028749406505,1,1
152430,Hard,3,1,R,180.0,19.5,179.0,L,193.0,19.8,266.0,-0.5714666582369325,1,1
152454,Clay,3,5,R,193.0,26.7,5.0,R,188.0,26.0,22.0,-2.137503523749935,1,1
152466,Clay,3,7,L,185.0,28.9,4.0,R,196.0,29.6,7.0,-0.8073549220576042,1,1
152472,Clay,3,4,R,193.0,25.4,273.0,L,188.0,29.3,57.0,2.259867126755111,1,0
152477,Clay,3,1,R,178.0,22.6,334.0,R,188.0,23.6,631.0,-0.9177919025084975,0,1
152479,Clay,5,4,R,188.0,32.0,68.0,L,198.0,25.8,105.0,-0.6267826764157833,1,1
152505,Grass,3,2,L,180.0,28.3,4.0,R,185.0,22.7,55.0,-3.78135971352466,0,1
152512,Hard,3,1,L,185.0,22.5,55.0,R,196.0,21.0,28.0,0.9740047914670562,0,0
152520,Carpet,3,3,R,185.0,27.2,23.0,L,190.0,23.8,59.0,-1.3590810933048285,1,1
152522,Carpet,3,1,R,180.0,24.0,337.0,L,173.0,26.5,423.0,-0.32790907193809105,1,0
152529,Clay,3,4,L,180.0,26.6,140.0,R,180.0,27.8,100.0,0.485426827170242,1,1
152545,Hard,3,3,R,188.0,30.5,487.0,R,183.0,23.1,288.0,0.7578529606400295,1,1
152546,Clay,3,1,R,180.0,26.1,24.0,R,185.0,19.7,18.0,0.4150374992788439,0,1
152549,Hard,3,1,R,188.0,26.2,232.0,R,183.0,19.8,103.0,1.1714804679443533,1,1
152565,Clay,3,4,R,183.0,27.5,59.0,R,185.0,27.3,9.0,2.7127180479195294,1,1
152638,Hard,3,1,R,180.0,28.3,71.0,L,188.0,18.5,54.0,0.394859617341214,1,1
152662,Clay,3,1,R,188.0,21.9,211.0,R,183.0,21.0,231.0,-0.13064985270887153,0,1
152693,Hard,3,6,L,185.0,23.1,2.0,R,198.0,20.8,6.0,-1.584962500721156,0,0
152695,Hard,3,1,R,190.0,23.3,102.0,R,178.0,27.9,345.0,-1.7580272096940366,1,1
152707,Clay,3,4,L,188.0,26.2,117.0,R,180.0,33.1,42.0,1.478047296804644,0,1
152723,Clay,5,4,R,180.0,33.3,93.0,R,196.0,23.1,31.0,1.584962500721156,1,0
152734,Clay,3,5,R,183.0,28.9,85.0,R,188.0,32.0,33.0,1.3649968167792483,1,0
152753,Hard,3,2,L,173.0,26.3,46.0,L,201.0,28.0,67.0,-0.542527234400759,1,1
152757,Grass,3,4,R,185.0,20.5,91.0,R,185.0,31.4,146.0,-0.6820299186813212,1,1
152764,Carpet,3,4,R,175.0,23.0,33.0,R,188.0,23.9,25.0,0.400537929583729,1,1
152781,Clay,3,1,L,183.0,27.0,24.0,L,183.0,25.8,166.0,-2.7900769306257684,1,1
152784,Clay,3,1,R,183.0,31.8,409.0,R,193.0,23.1,209.0,0.9685979008608667,1,1
152785,Clay,3,2,R,180.0,22.1,49.0,R,183.0,28.6,78.0,-0.6706923747470404,0,0
